,neighborhood,rent,beds,baths
6916,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2190,3,1.0
6917,"Upper East Side, Upper Manhattan, Manhattan",3400,1,1.0
6918,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",2800,0,1.0
6919,"Kips Bay, Midtown Manhattan, Manhattan",4400,2,2.0
6920,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2600,0,1.0
6921,"Chelsea, Midtown Manhattan, Manhattan",7658,2,2.0
6922,"West Village, Downtown Manhattan, Manhattan",4000,1,1.0
6923,"Hell's Kitchen, Midtown Manhattan, Manhattan",2075,1,1.0
6924,"Williamsburg, Northern Brooklyn, Brooklyn",2800,0,1.0
6925,"Financial District, Downtown Manhattan, Manhattan",7990,3,2.0
6926,"Financial District, Downtown Manhattan, Manhattan",4770,1,1.0
6927,"Gramercy Park, Midtown Manhattan, Manhattan",5995,2,2.0
6928,"East Harlem, Upper Manhattan, Manhattan",2295,1,1.0
6929,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3395,0,1.0
6930,"Central Harlem, Upper Manhattan, Manhattan",2550,2,1.0
6931,"Theater District, Midtown Manhattan, Manhattan",3150,1,1.0
6932,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",2850,1,1.0
6933,"Chelsea, Midtown Manhattan, Manhattan",7265,2,2.0
6934,"Gramercy Park, Midtown Manhattan, Manhattan",11500,4,4.0
6935,"Financial District, Downtown Manhattan, Manhattan",2838,0,1.0
6936,"Hell's Kitchen, Midtown Manhattan, Manhattan",4085,0,1.0
6937,"Upper East Side, Upper Manhattan, Manhattan",4950,3,1.0
6938,"West Village, Downtown Manhattan, Manhattan",4325,1,1.0
6939,"Hell's Kitchen, Midtown Manhattan, Manhattan",4250,1,1.0
6940,"Hell's Kitchen, Midtown Manhattan, Manhattan",1933,0,1.0
6941,"Chelsea, Midtown Manhattan, Manhattan",3400,2,1.0
6942,"Crown Heights, Central Brooklyn, Brooklyn",3115,2,2.0
6943,"Alphabet City, East Village, Downtown Manhattan, Manhattan",2895,1,1.0
6944,"Midtown East, Midtown Manhattan, Manhattan",4600,2,1.0
6945,"Williamsburg, Northern Brooklyn, Brooklyn",4308,2,1.0
6946,"Williamsburg, Northern Brooklyn, Brooklyn",3575,1,1.0
6947,"Alphabet City, East Village, Downtown Manhattan, Manhattan",3965,2,1.0
6948,"Upper West Side, Upper Manhattan, Manhattan",3071,1,1.0
6949,"Kips Bay, Midtown Manhattan, Manhattan",6800,3,2.0
6950,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",7695,3,2.0
6951,"Hell's Kitchen, Midtown Manhattan, Manhattan",3495,2,1.0
6952,"Hell's Kitchen, Midtown Manhattan, Manhattan",2775,1,1.0
6953,"Flatbush, Central Brooklyn, Brooklyn",4900,2,2.0
6954,"Upper East Side, Upper Manhattan, Manhattan",5650,2,2.0
6955,"Crown Heights, Central Brooklyn, Brooklyn",2725,3,1.0
6956,"Hell's Kitchen, Midtown Manhattan, Manhattan",3265,2,1.0
6957,"Upper West Side, Upper Manhattan, Manhattan",4300,1,1.0
6958,"Chelsea, Midtown Manhattan, Manhattan",7490,2,2.0
6959,"NoMad, Midtown Manhattan, Manhattan",7295,2,2.0
6960,"Battery Park City, Downtown Manhattan, Manhattan",7350,2,2.0
6961,"Financial District, Downtown Manhattan, Manhattan",8245,3,2.0
6962,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",7304,2,2.0
6963,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",7695,2,2.0
6964,"Upper East Side, Upper Manhattan, Manhattan",3495,1,1.0
6965,"Financial District, Downtown Manhattan, Manhattan",3479,1,1.0
6966,"Financial District, Downtown Manhattan, Manhattan",7992,3,2.0
6967,"West Village, Downtown Manhattan, Manhattan",3200,0,1.0
6968,"Chelsea, Midtown Manhattan, Manhattan",4795,2,2.0
6969,"Lower East Side, Downtown Manhattan, Manhattan",4300,3,2.0
6970,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",3840,1,1.0
6971,"Upper West Side, Upper Manhattan, Manhattan",6200,2,2.0
6972,"Hell's Kitchen, Midtown Manhattan, Manhattan",2850,1,1.0
6973,"Hell's Kitchen, Midtown Manhattan, Manhattan",3508,1,1.0
6974,"Washington Heights, Upper Manhattan, Manhattan",2600,2,1.0
6975,"Hell's Kitchen, Midtown Manhattan, Manhattan",7100,2,2.0
6976,"Astoria, Northwestern Queens, Queens",2500,2,1.0
6977,"Midtown East, Midtown Manhattan, Manhattan",4999,1,1.0
6978,"West Village, Downtown Manhattan, Manhattan",6272,1,2.0
6979,"Flatbush, Central Brooklyn, Brooklyn",2820,4,2.0
6980,"Murray Hill, Midtown Manhattan, Manhattan",4177,1,1.0
6981,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",2600,2,1.0
6982,"Crown Heights, Central Brooklyn, Brooklyn",6250,3,3.0
6983,"Williamsburg, Northern Brooklyn, Brooklyn",4859,2,2.0
6984,"West Village, Downtown Manhattan, Manhattan",7838,2,2.0
6985,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",2600,1,1.0
6986,"Financial District, Downtown Manhattan, Manhattan",3000,0,1.0
6987,"Financial District, Downtown Manhattan, Manhattan",4246,1,1.0
6988,"Theater District, Midtown Manhattan, Manhattan",1825,0,1.0
6989,"Upper West Side, Upper Manhattan, Manhattan",4150,1,1.0
6990,"Crown Heights, Central Brooklyn, Brooklyn",3100,3,1.0
6991,"Murray Hill, Midtown Manhattan, Manhattan",3495,2,1.0
6992,"Hell's Kitchen, Midtown Manhattan, Manhattan",4989,1,1.5
6993,"Theater District, Midtown Manhattan, Manhattan",2815,0,1.0
6994,"Flatbush, Central Brooklyn, Brooklyn",2695,3,2.0
6995,"Kips Bay, Midtown Manhattan, Manhattan",7290,4,2.0
6996,"Financial District, Downtown Manhattan, Manhattan",6371,2,2.0
6997,"Alphabet City, East Village, Downtown Manhattan, Manhattan",5495,3,2.0
6998,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2675,1,1.0
6999,"Upper West Side, Upper Manhattan, Manhattan",4650,1,1.0
7000,"Financial District, Downtown Manhattan, Manhattan",5534,2,2.0
7001,"Upper West Side, Upper Manhattan, Manhattan",2850,1,1.0
7002,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3025,0,1.0
7003,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",5509,1,1.0
7004,"Upper East Side, Upper Manhattan, Manhattan",2500,1,1.0
7005,"Tribeca, Downtown Manhattan, Manhattan",2738,0,1.0
7006,"Upper West Side, Upper Manhattan, Manhattan",3000,2,1.0
7007,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",2275,0,1.0
7008,"Chelsea, Midtown Manhattan, Manhattan",2350,0,1.0
7009,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",6435,2,2.0
7010,"Chelsea, Midtown Manhattan, Manhattan",6950,2,2.0
7011,"Williamsburg, Northern Brooklyn, Brooklyn",3469,1,1.0
7012,"East Village, Downtown Manhattan, Manhattan",2750,0,1.0
7013,"Chelsea, Midtown Manhattan, Manhattan",5795,1,1.0
7014,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",9055,2,2.0
7015,"Chelsea, Midtown Manhattan, Manhattan",4254,1,1.0
7016,"Upper East Side, Upper Manhattan, Manhattan",11500,2,2.0
7017,"Hell's Kitchen, Midtown Manhattan, Manhattan",6195,4,2.0
7018,"Chelsea, Midtown Manhattan, Manhattan",3986,0,1.0
7019,"Upper East Side, Upper Manhattan, Manhattan",2295,1,1.0
7020,"Upper West Side, Upper Manhattan, Manhattan",4350,2,1.0
7021,"Central Harlem, Upper Manhattan, Manhattan",2950,3,2.0
7022,"Bushwick, Northern Brooklyn, Brooklyn",2290,0,1.0
7023,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3000,1,1.0
7024,"East Harlem, Upper Manhattan, Manhattan",5100,2,1.5
7025,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3550,1,1.0
7026,"Hudson Heights, Washington Heights, Upper Manhattan, Manhattan",3850,4,2.0
7027,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",4800,3,1.0
7028,"Long Island City, Northwestern Queens, Queens",2900,1,1.0
7029,"Alphabet City, East Village, Downtown Manhattan, Manhattan",5316,2,1.0
7030,"Washington Heights, Upper Manhattan, Manhattan",2550,2,1.0
7031,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",4250,1,1.0
7032,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2500,1,1.0
7033,"Alphabet City, East Village, Downtown Manhattan, Manhattan",3995,2,1.0
7034,"Battery Park City, Downtown Manhattan, Manhattan",3825,1,1.0
7035,"Upper East Side, Upper Manhattan, Manhattan",2292,0,1.0
7036,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",4150,1,1.0
7037,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",4150,1,1.0
7038,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2500,2,1.0
7039,"Theater District, Midtown Manhattan, Manhattan",10250,4,2.0
7040,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",4795,1,1.0
7041,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2000,0,1.0
7042,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2800,2,1.0
7043,"Upper East Side, Upper Manhattan, Manhattan",2350,0,1.0
7044,"Upper East Side, Upper Manhattan, Manhattan",3195,0,1.0
7045,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",5995,1,1.0
7046,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2355,1,1.0
7047,"Chelsea, Midtown Manhattan, Manhattan",3895,1,1.0
7048,"NoLita, Downtown Manhattan, Manhattan",2800,1,1.0
7049,"Murray Hill, Midtown Manhattan, Manhattan",2895,1,1.0
7050,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3595,1,1.0
7051,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",7895,4,2.0
7052,"Theater District, Midtown Manhattan, Manhattan",3200,0,1.0
7053,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2150,0,1.0
7054,"Upper East Side, Upper Manhattan, Manhattan",3700,1,1.0
7055,"Financial District, Downtown Manhattan, Manhattan",3080,0,1.0
7056,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3200,2,1.0
7057,"East Harlem, Upper Manhattan, Manhattan",7297,2,2.0
7058,"Flatbush, Central Brooklyn, Brooklyn",2475,2,1.0
7059,"Financial District, Downtown Manhattan, Manhattan",4900,1,2.0
7060,"Alphabet City, East Village, Downtown Manhattan, Manhattan",5040,2,2.0
7061,"Alphabet City, East Village, Downtown Manhattan, Manhattan",7100,3,2.0
7062,"Financial District, Downtown Manhattan, Manhattan",4450,2,1.0
7063,"West Village, Downtown Manhattan, Manhattan",4225,1,1.0
7064,"West Village, Downtown Manhattan, Manhattan",3400,1,1.0
7065,"East Harlem, Upper Manhattan, Manhattan",4574,4,2.0
7066,"Crown Heights, Central Brooklyn, Brooklyn",2025,1,1.0
7067,"Murray Hill, Midtown Manhattan, Manhattan",2175,0,1.0
7068,"Flatbush, Central Brooklyn, Brooklyn",2675,3,1.0
7069,"Battery Park City, Downtown Manhattan, Manhattan",5450,1,1.0
7070,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",9325,2,3.0
7071,"East Village, Downtown Manhattan, Manhattan",3550,2,1.0
7072,"Theater District, Midtown Manhattan, Manhattan",3825,1,1.0
7073,"Hell's Kitchen, Midtown Manhattan, Manhattan",6395,2,2.0
7074,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",1950,0,1.0
7075,"Upper East Side, Upper Manhattan, Manhattan",2700,1,1.0
7076,"West Village, Downtown Manhattan, Manhattan",5195,2,2.0
7077,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",4695,2,2.0
7078,"Upper West Side, Upper Manhattan, Manhattan",6800,2,2.0
7079,"Financial District, Downtown Manhattan, Manhattan",4595,1,1.0
7080,"Theater District, Midtown Manhattan, Manhattan",18000,3,3.0
7081,"Upper West Side, Upper Manhattan, Manhattan",14250,4,3.0
7082,"NoMad, Midtown Manhattan, Manhattan",3990,1,1.0
7083,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3250,1,1.0
7084,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2190,1,1.0
7085,"Alphabet City, East Village, Downtown Manhattan, Manhattan",6456,4,1.0
7086,"Inwood, Upper Manhattan, Manhattan",1975,1,1.0
7087,"Washington Heights, Upper Manhattan, Manhattan",1995,2,1.0
7088,"Tribeca, Downtown Manhattan, Manhattan",10599,2,2.0
7089,"Hell's Kitchen, Midtown Manhattan, Manhattan",4250,1,1.0
7090,"Theater District, Midtown Manhattan, Manhattan",7450,2,2.0
7091,"Financial District, Downtown Manhattan, Manhattan",6384,2,2.0
7092,"Tribeca, Downtown Manhattan, Manhattan",3995,1,1.0
7093,"Alphabet City, East Village, Downtown Manhattan, Manhattan",5495,3,2.0
7094,"Alphabet City, East Village, Downtown Manhattan, Manhattan",4500,2,1.0
7095,"Gramercy Park, Midtown Manhattan, Manhattan",4100,2,1.0
7096,"Murray Hill, Midtown Manhattan, Manhattan",4500,2,1.0
7097,"Long Island City, Northwestern Queens, Queens",6245,3,2.0
7098,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2850,1,1.0
7099,"Theater District, Midtown Manhattan, Manhattan",5500,2,2.0
7100,"Hell's Kitchen, Midtown Manhattan, Manhattan",2350,0,1.0
7101,"Upper West Side, Upper Manhattan, Manhattan",2979,0,1.0
7102,"Williamsburg, Northern Brooklyn, Brooklyn",4500,2,1.0
7103,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",5385,2,2.0
7104,"Gramercy Park, Midtown Manhattan, Manhattan",5400,1,1.0
7105,"Upper West Side, Upper Manhattan, Manhattan",2495,0,1.0
7106,"Battery Park City, Downtown Manhattan, Manhattan",3650,1,1.0
7107,"Central Harlem, Upper Manhattan, Manhattan",2200,1,1.0
7108,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2075,0,1.0
7109,"Greenwich Village, Downtown Manhattan, Manhattan",4200,1,1.0
7110,"Alphabet City, East Village, Downtown Manhattan, Manhattan",3750,2,1.0
7111,"Greenwich Village, Downtown Manhattan, Manhattan",4200,1,1.0
7112,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2050,0,1.0
7113,"East Harlem, Upper Manhattan, Manhattan",2295,1,1.0
7114,"Chelsea, Midtown Manhattan, Manhattan",2650,1,1.0
7115,"Upper East Side, Upper Manhattan, Manhattan",3700,1,1.0
7116,"Upper East Side, Upper Manhattan, Manhattan",3650,1,1.0
7117,"Hell's Kitchen, Midtown Manhattan, Manhattan",2350,0,1.0
7118,"West Village, Downtown Manhattan, Manhattan",3300,1,1.0
7119,"Battery Park City, Downtown Manhattan, Manhattan",6508,2,2.0
7120,"Financial District, Downtown Manhattan, Manhattan",4418,0,1.0
7121,"East Village, Downtown Manhattan, Manhattan",3300,1,1.0
7122,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2025,0,1.0
7123,"Upper West Side, Upper Manhattan, Manhattan",3250,1,1.0
7124,"Upper West Side, Upper Manhattan, Manhattan",7700,2,2.0
7125,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",3895,1,1.0
7126,"Upper East Side, Upper Manhattan, Manhattan",2500,0,1.0
7127,"Hell's Kitchen, Midtown Manhattan, Manhattan",3695,2,1.0
7128,"Hell's Kitchen, Midtown Manhattan, Manhattan",5335,2,2.0
7129,"Lower East Side, Downtown Manhattan, Manhattan",3800,2,1.0
7130,"Hell's Kitchen, Midtown Manhattan, Manhattan",2500,1,1.0
7131,"Flatbush, Central Brooklyn, Brooklyn",2400,2,1.0
7132,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3200,1,1.0
7133,"Murray Hill, Midtown Manhattan, Manhattan",4100,1,1.0
7134,"Upper West Side, Upper Manhattan, Manhattan",7825,2,2.0
7135,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3749,1,1.0
7136,"East Village, Downtown Manhattan, Manhattan",4325,2,1.0
7137,"Financial District, Downtown Manhattan, Manhattan",2650,0,1.0
7138,"Chelsea, Midtown Manhattan, Manhattan",6445,2,2.0
7139,"Upper East Side, Upper Manhattan, Manhattan",2575,1,1.0
7140,"NoMad, Midtown Manhattan, Manhattan",6500,2,2.0
7141,"East Harlem, Upper Manhattan, Manhattan",3585,0,1.0
7142,"Chelsea, Midtown Manhattan, Manhattan",5850,2,1.0
7143,"West Village, Downtown Manhattan, Manhattan",2725,1,1.0
7144,"Hell's Kitchen, Midtown Manhattan, Manhattan",5350,4,2.0
7145,"Upper West Side, Upper Manhattan, Manhattan",1900,0,1.0
7146,"Hell's Kitchen, Midtown Manhattan, Manhattan",2475,0,1.0
7147,"Chelsea, Midtown Manhattan, Manhattan",3089,0,1.0
7148,"East Village, Downtown Manhattan, Manhattan",4150,1,1.0
7149,"East Village, Downtown Manhattan, Manhattan",3500,2,1.0
7150,"Upper East Side, Upper Manhattan, Manhattan",4200,1,1.0
7151,"West Village, Downtown Manhattan, Manhattan",3700,1,1.0
7152,"Theater District, Midtown Manhattan, Manhattan",6395,2,2.0
7153,"Inwood, Upper Manhattan, Manhattan",3300,4,1.0
7154,"Financial District, Downtown Manhattan, Manhattan",5546,1,2.0
7155,"East Village, Downtown Manhattan, Manhattan",2125,0,1.0
7156,"Financial District, Downtown Manhattan, Manhattan",3200,0,1.0
7157,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",2095,1,1.0
7158,"West Village, Downtown Manhattan, Manhattan",23000,4,3.0
7159,"Chelsea, Midtown Manhattan, Manhattan",5525,1,1.0
7160,"Hudson Heights, Washington Heights, Upper Manhattan, Manhattan",2350,2,1.0
7161,"Upper West Side, Upper Manhattan, Manhattan",2900,0,1.0
7162,"Gramercy Park, Midtown Manhattan, Manhattan",2950,0,1.0
7163,"Upper East Side, Upper Manhattan, Manhattan",3395,1,1.0
7164,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",4575,1,1.0
7165,"Financial District, Downtown Manhattan, Manhattan",2595,0,1.0
7166,"Financial District, Downtown Manhattan, Manhattan",3163,0,1.0
7167,"Hell's Kitchen, Midtown Manhattan, Manhattan",3020,1,1.0
7168,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2900,2,1.0
7169,"Midtown East, Midtown Manhattan, Manhattan",4700,1,1.0
7170,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",8700,4,2.0
7171,"Theater District, Midtown Manhattan, Manhattan",18400,2,2.0
7172,"NoMad, Midtown Manhattan, Manhattan",12150,3,3.0
7173,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",1995,0,1.0
7174,"Midtown East, Midtown Manhattan, Manhattan",2150,0,1.0
7175,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",5300,1,1.0
7176,"East Village, Downtown Manhattan, Manhattan",3550,2,1.0
7177,"East Village, Downtown Manhattan, Manhattan",2675,1,1.0
7178,"East Village, Downtown Manhattan, Manhattan",21083,4,3.0
7179,"Upper East Side, Upper Manhattan, Manhattan",2100,0,1.0
7180,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",5150,2,2.0
7181,"Hunters Point, Long Island City, Northwestern Queens, Queens",2999,1,1.0
7182,"Long Island City, Northwestern Queens, Queens",3246,1,1.0
7183,"Hell's Kitchen, Midtown Manhattan, Manhattan",6195,4,2.0
7184,"NoLita, Downtown Manhattan, Manhattan",3400,2,1.0
7185,"NoMad, Midtown Manhattan, Manhattan",4667,1,1.0
7186,"Greenwich Village, Downtown Manhattan, Manhattan",3675,1,1.0
7187,"Financial District, Downtown Manhattan, Manhattan",6000,2,2.0
7188,"Bushwick, Northern Brooklyn, Brooklyn",2000,1,1.0
7189,"Greenwich Village, Downtown Manhattan, Manhattan",3495,0,1.0
7190,"Financial District, Downtown Manhattan, Manhattan",4006,1,1.0
7191,"Hell's Kitchen, Midtown Manhattan, Manhattan",5395,2,2.0
7192,"Financial District, Downtown Manhattan, Manhattan",2799,0,1.0
7193,"Murray Hill, Midtown Manhattan, Manhattan",7661,2,2.0
7194,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",2550,3,1.0
7195,"Financial District, Downtown Manhattan, Manhattan",4200,1,1.0
7196,"Long Island City, Northwestern Queens, Queens",2661,0,1.0
7197,"Central Harlem, Upper Manhattan, Manhattan",2150,1,1.0
7198,"Gramercy Park, Midtown Manhattan, Manhattan",4766,1,1.0
7199,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",3350,0,1.0
7200,"Battery Park City, Downtown Manhattan, Manhattan",4095,1,1.0
7201,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",3093,2,1.0
7202,"Bushwick, Northern Brooklyn, Brooklyn",2225,2,1.0
7203,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3150,0,1.0
7204,"Hell's Kitchen, Midtown Manhattan, Manhattan",5130,2,2.0
7205,"Upper East Side, Upper Manhattan, Manhattan",4950,3,2.0
7206,"Washington Heights, Upper Manhattan, Manhattan",2650,3,2.0
7207,"Hell's Kitchen, Midtown Manhattan, Manhattan",5600,4,3.0
7208,"Alphabet City, East Village, Downtown Manhattan, Manhattan",4493,3,1.0
7209,"Upper East Side, Upper Manhattan, Manhattan",3195,0,1.0
7210,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",1875,0,1.0
7211,"Murray Hill, Midtown Manhattan, Manhattan",2800,0,1.0
7212,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3025,0,1.0
7213,"Upper East Side, Upper Manhattan, Manhattan",2520,2,1.0
7214,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",3370,2,2.0
7215,"Williamsburg, Northern Brooklyn, Brooklyn",5295,2,2.0
7216,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",3264,1,1.0
7217,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",2175,0,1.0
7218,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2100,0,1.0
7219,"Upper East Side, Upper Manhattan, Manhattan",2995,1,1.0
7220,"NoLita, Downtown Manhattan, Manhattan",3300,2,1.0
7221,"NoLita, Downtown Manhattan, Manhattan",3300,2,1.0
7222,"Murray Hill, Midtown Manhattan, Manhattan",3800,1,1.0
7223,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",2250,1,1.0
7224,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",2850,1,1.0
7225,"Hudson Heights, Washington Heights, Upper Manhattan, Manhattan",2275,1,1.0
7226,"Washington Heights, Upper Manhattan, Manhattan",1870,1,1.0
7227,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",5040,1,1.0
7228,"Upper West Side, Upper Manhattan, Manhattan",3400,1,1.0
7229,"Long Island City, Northwestern Queens, Queens",5075,2,2.0
7230,"Financial District, Downtown Manhattan, Manhattan",4400,1,1.0
7231,"Astoria, Northwestern Queens, Queens",1700,1,1.0
7232,"Hudson Heights, Washington Heights, Upper Manhattan, Manhattan",2275,1,1.0
7233,"Inwood, Upper Manhattan, Manhattan",1751,1,1.0
7234,"Gramercy Park, Midtown Manhattan, Manhattan",1500,0,1.0
7235,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3275,0,1.0
7236,"East Harlem, Upper Manhattan, Manhattan",2750,2,1.0
7237,"Hell's Kitchen, Midtown Manhattan, Manhattan",1850,0,1.0
7238,"Theater District, Midtown Manhattan, Manhattan",5636,2,2.0
7239,"Greenwich Village, Downtown Manhattan, Manhattan",5500,1,1.0
7240,"Upper East Side, Upper Manhattan, Manhattan",2395,1,1.0
7241,"Financial District, Downtown Manhattan, Manhattan",3750,1,1.0
7242,"Crown Heights, Central Brooklyn, Brooklyn",13850,4,4.0
7243,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3112,1,1.0
7244,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",5250,4,1.0
7245,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2200,1,1.0
7246,"Upper East Side, Upper Manhattan, Manhattan",2850,2,1.0
7247,"Upper East Side, Upper Manhattan, Manhattan",3195,0,1.0
7248,"Upper East Side, Upper Manhattan, Manhattan",2495,1,1.0
7249,"Bushwick, Northern Brooklyn, Brooklyn",2800,3,2.0
7250,"Hell's Kitchen, Midtown Manhattan, Manhattan",3070,0,1.0
7251,"Upper East Side, Upper Manhattan, Manhattan",3704,1,1.0
7252,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3200,0,1.0
7253,"West Village, Downtown Manhattan, Manhattan",5129,0,1.0
7254,"Battery Park City, Downtown Manhattan, Manhattan",3635,0,1.0
7255,"Central Harlem, Upper Manhattan, Manhattan",2000,1,1.0
7256,"Battery Park City, Downtown Manhattan, Manhattan",4949,1,1.0
7257,"Hudson Heights, Washington Heights, Upper Manhattan, Manhattan",2395,2,1.0
7258,"East Village, Downtown Manhattan, Manhattan",3750,2,1.0
7259,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",5095,1,1.0
7260,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",2395,0,1.0
7261,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3200,1,1.0
7262,"NoMad, Midtown Manhattan, Manhattan",4795,2,1.0
7263,"Kips Bay, Midtown Manhattan, Manhattan",4500,2,2.0
7264,"Williamsburg, Northern Brooklyn, Brooklyn",5684,2,2.0
7265,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2300,0,1.0
7266,"Astoria, Northwestern Queens, Queens",2100,2,1.0
7267,"Bushwick, Northern Brooklyn, Brooklyn",2699,3,1.0
7268,"Hell's Kitchen, Midtown Manhattan, Manhattan",2850,0,1.0
7269,"Greenwich Village, Downtown Manhattan, Manhattan",5600,1,1.0
7270,"Hell's Kitchen, Midtown Manhattan, Manhattan",4995,2,2.0
7271,"Alphabet City, East Village, Downtown Manhattan, Manhattan",5395,3,1.0
7272,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",4020,2,2.0
7273,"Financial District, Downtown Manhattan, Manhattan",3479,0,1.0
7274,"Battery Park City, Downtown Manhattan, Manhattan",6795,2,2.0
7275,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",3895,1,1.0
7276,"East Harlem, Upper Manhattan, Manhattan",15097,3,3.0
7277,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2500,2,2.0
7278,"Murray Hill, Midtown Manhattan, Manhattan",2150,0,1.0
7279,"Williamsburg, Northern Brooklyn, Brooklyn",2825,0,1.0
7280,"Kips Bay, Midtown Manhattan, Manhattan",5500,2,2.0
7281,"Midtown East, Midtown Manhattan, Manhattan",4600,2,1.0
7282,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",4695,1,2.0
7283,"Astoria, Northwestern Queens, Queens",2725,1,1.0
7284,"Hudson Heights, Washington Heights, Upper Manhattan, Manhattan",2975,3,2.0
7285,"Central Harlem, Upper Manhattan, Manhattan",1775,0,1.0
7286,"Hell's Kitchen, Midtown Manhattan, Manhattan",4950,2,2.0
7287,"Williamsburg, Northern Brooklyn, Brooklyn",4334,1,1.0
7288,"West Village, Downtown Manhattan, Manhattan",3600,1,1.0
7289,"Chelsea, Midtown Manhattan, Manhattan",3500,1,1.0
7290,"Theater District, Midtown Manhattan, Manhattan",9500,2,2.0
7291,"NoMad, Midtown Manhattan, Manhattan",4249,2,1.0
7292,"Upper East Side, Upper Manhattan, Manhattan",13995,3,4.0
